"","gallery_normalized","shape_frequency"
"126","[[-0.14, 0.07], [-0.14, 0.14], [-0.07, 0.0], [-0.07, 0.07], [0.0, -0.07], [0.0, 0.0], [0.0, 0.07], [0.0, 0.14], [0.07, -0.07], [0.07, 0.07]]",1
"127","[[-0.14, 0.0], [-0.07, 0.0], [0.0, -0.14], [0.0, -0.07], [0.0, 0.0], [0.0, 0.07], [0.07, 0.0], [0.07, 0.07], [0.07, 0.14], [0.14, 0.07]]",1
"128","[[-0.14, -0.14], [-0.14, -0.07], [-0.07, -0.14], [-0.07, -0.07], [-0.07, 0.0], [0.0, -0.07], [0.0, 0.0], [0.0, 0.07], [0.07, 0.0], [0.07, 0.07]]",3
"129","[[-0.14, -0.07], [-0.14, 0.07], [-0.07, -0.07], [-0.07, 0.0], [-0.07, 0.07], [0.0, 0.0], [0.07, 0.0], [0.14, -0.07], [0.14, 0.0], [0.14, 0.07]]",1
"130","[[-0.14, -0.07], [-0.14, 0.07], [-0.07, -0.14], [-0.07, -0.07], [-0.07, 0.0], [-0.07, 0.07], [-0.07, 0.14], [0.0, 0.0], [0.07, 0.0], [0.14, 0.0]]",2
"131","[[-0.07, -0.14], [-0.07, -0.07], [-0.07, 0.0], [0.0, -0.14], [0.0, 0.0], [0.0, 0.14], [0.07, -0.14], [0.07, 0.0], [0.07, 0.07], [0.07, 0.14]]",5
"132","[[-0.07, -0.21], [-0.07, -0.14], [-0.07, -0.07], [-0.07, 0.0], [-0.07, 0.14], [0.0, 0.0], [0.0, 0.14], [0.07, 0.0], [0.07, 0.07], [0.07, 0.14]]",1
"133","[[-0.07, -0.14], [-0.07, -0.07], [-0.07, 0.0], [-0.07, 0.14], [0.0, 0.0], [0.0, 0.14], [0.07, 0.0], [0.07, 0.07], [0.07, 0.14], [0.07, 0.21]]",1
"134","[[-0.07, -0.14], [-0.07, -0.07], [-0.07, 0.0], [-0.07, 0.07], [-0.07, 0.14], [0.0, 0.0], [0.0, 0.14], [0.07, -0.14], [0.07, -0.07], [0.07, 0.0]]",1
"135","[[-0.14, 0.07], [-0.07, -0.07], [-0.07, 0.0], [-0.07, 0.07], [0.0, -0.07], [0.0, 0.0], [0.07, -0.07], [0.07, 0.0], [0.07, 0.07], [0.14, 0.07]]",8
"136","[[-0.14, 0.0], [-0.14, 0.07], [-0.07, 0.0], [-0.07, 0.07], [0.0, -0.07], [0.0, 0.0], [0.07, 0.0], [0.07, 0.07], [0.14, 0.0], [0.14, 0.07]]",2
"137","[[-0.14, -0.07], [-0.14, 0.0], [-0.07, -0.07], [-0.07, 0.0], [0.0, -0.07], [0.0, 0.0], [0.07, -0.07], [0.07, 0.0], [0.14, -0.07], [0.14, 0.0]]",9
"138","[[-0.14, 0.0], [-0.07, -0.07], [-0.07, 0.0], [-0.07, 0.07], [0.0, -0.07], [0.0, 0.0], [0.07, -0.14], [0.07, -0.07], [0.07, 0.0], [0.14, -0.07]]",2
"139","[[-0.07, -0.14], [-0.07, 0.07], [0.0, -0.21], [0.0, -0.14], [0.0, -0.07], [0.0, 0.0], [0.0, 0.07], [0.0, 0.14], [0.07, -0.14], [0.07, 0.07]]",6
"140","[[-0.14, 0.0], [-0.14, 0.07], [-0.07, -0.14], [-0.07, -0.07], [-0.07, 0.0], [0.0, -0.14], [0.0, -0.07], [0.0, 0.0], [0.07, 0.0], [0.07, 0.07]]",1
"141","[[-0.14, 0.0], [-0.14, 0.07], [-0.07, -0.07], [-0.07, 0.0], [-0.07, 0.07], [0.0, -0.07], [0.0, 0.0], [0.0, 0.07], [0.07, 0.0], [0.07, 0.07]]",1
"142","[[-0.14, -0.07], [-0.14, 0.0], [-0.14, 0.07], [-0.07, 0.0], [0.0, 0.0], [0.0, 0.07], [0.07, 0.0], [0.14, -0.07], [0.14, 0.0], [0.14, 0.07]]",7
"143","[[-0.14, -0.07], [-0.14, 0.0], [-0.14, 0.07], [-0.07, -0.07], [0.0, -0.07], [0.0, 0.0], [0.07, -0.07], [0.14, -0.07], [0.14, 0.0], [0.14, 0.07]]",8
"144","[[-0.07, 0.0], [-0.07, 0.07], [0.0, 0.0], [0.0, 0.14], [0.07, -0.07], [0.07, 0.0], [0.07, 0.07], [0.07, 0.14], [0.14, -0.07], [0.14, 0.0]]",1
"145","[[-0.14, 0.0], [-0.07, 0.0], [0.0, -0.14], [0.0, -0.07], [0.0, 0.0], [0.0, 0.07], [0.0, 0.14], [0.07, -0.07], [0.07, 0.0], [0.14, 0.0]]",2
"146","[[-0.07, -0.07], [-0.07, 0.0], [-0.07, 0.07], [0.0, 0.0], [0.07, -0.14], [0.07, -0.07], [0.07, 0.0], [0.07, 0.07], [0.07, 0.14], [0.14, 0.0]]",1
"147","[[-0.21, 0.0], [-0.14, 0.0], [-0.07, -0.07], [-0.07, 0.0], [0.0, 0.0], [0.07, -0.07], [0.07, 0.0], [0.07, 0.07], [0.14, -0.07], [0.14, 0.07]]",3
"148","[[-0.14, -0.14], [-0.14, -0.07], [-0.14, 0.0], [-0.07, 0.0], [0.0, 0.0], [0.07, 0.0], [0.14, -0.14], [0.14, -0.07], [0.14, 0.0], [0.14, 0.07]]",1
"149","[[-0.07, -0.14], [0.0, -0.14], [0.0, -0.07], [0.0, 0.0], [0.07, -0.14], [0.07, -0.07], [0.07, 0.0], [0.07, 0.07], [0.07, 0.14], [0.14, -0.14]]",1
"150","[[-0.14, -0.07], [-0.14, 0.0], [-0.07, -0.07], [-0.07, 0.0], [-0.07, 0.07], [-0.07, 0.14], [0.0, 0.0], [0.07, 0.0], [0.07, 0.07], [0.14, 0.0]]",1
"151","[[-0.07, -0.07], [-0.07, 0.07], [0.0, -0.07], [0.0, 0.0], [0.0, 0.07], [0.0, 0.14], [0.07, -0.14], [0.07, -0.07], [0.07, 0.0], [0.14, -0.14]]",1
"152","[[-0.14, 0.14], [-0.07, 0.0], [-0.07, 0.14], [0.0, 0.0], [0.0, 0.07], [0.0, 0.14], [0.07, 0.0], [0.14, -0.14], [0.14, -0.07], [0.14, 0.0]]",1
"153","[[-0.21, 0.14], [-0.14, 0.07], [-0.14, 0.14], [-0.07, 0.0], [-0.07, 0.07], [0.0, -0.07], [0.0, 0.0], [0.07, -0.14], [0.07, -0.07], [0.14, -0.14]]",5
"154","[[-0.14, 0.07], [-0.14, 0.14], [-0.07, 0.0], [-0.07, 0.07], [0.0, -0.07], [0.0, 0.0], [0.07, -0.14], [0.07, -0.07], [0.07, 0.0], [0.14, -0.14]]",1
"155","[[-0.21, -0.07], [-0.14, -0.07], [-0.14, 0.0], [-0.14, 0.07], [-0.07, -0.14], [-0.07, -0.07], [-0.07, 0.0], [0.0, 0.0], [0.07, 0.0], [0.14, 0.0]]",1
"156","[[-0.14, -0.07], [-0.07, -0.14], [-0.07, -0.07], [0.0, -0.21], [0.0, -0.14], [0.0, -0.07], [0.0, 0.0], [0.0, 0.07], [0.0, 0.14], [0.07, 0.0]]",1
"157","[[-0.07, -0.14], [-0.07, -0.07], [0.0, -0.14], [0.0, -0.07], [0.0, 0.0], [0.0, 0.07], [0.0, 0.14], [0.0, 0.21], [0.07, -0.14], [0.07, -0.07]]",6
"158","[[-0.07, -0.14], [-0.07, -0.07], [0.0, -0.14], [0.0, -0.07], [0.0, 0.0], [0.0, 0.07], [0.0, 0.14], [0.0, 0.21], [0.07, 0.21], [0.14, 0.21]]",1
"159","[[-0.07, -0.14], [-0.07, -0.07], [-0.07, 0.0], [-0.07, 0.07], [0.0, -0.07], [0.0, 0.0], [0.0, 0.07], [0.07, 0.0], [0.14, 0.0], [0.14, 0.07]]",1
"160","[[-0.07, -0.07], [-0.07, 0.0], [0.0, -0.07], [0.0, 0.0], [0.0, 0.07], [0.07, 0.0], [0.07, 0.07], [0.14, -0.14], [0.14, -0.07], [0.14, 0.0]]",1
"161","[[-0.21, -0.07], [-0.14, -0.07], [-0.07, -0.07], [-0.07, 0.0], [-0.07, 0.07], [0.0, 0.0], [0.07, -0.14], [0.07, -0.07], [0.07, 0.0], [0.14, 0.0]]",1
"162","[[-0.21, -0.07], [-0.21, 0.0], [-0.14, 0.0], [-0.07, 0.0], [0.0, 0.0], [0.0, 0.07], [0.07, 0.07], [0.14, -0.07], [0.14, 0.0], [0.14, 0.07]]",1
"163","[[-0.21, -0.07], [-0.21, 0.0], [-0.14, -0.14], [-0.14, -0.07], [-0.07, -0.07], [0.0, -0.07], [0.0, 0.0], [0.07, 0.0], [0.14, 0.0], [0.14, 0.07]]",1
"164","[[-0.14, 0.0], [-0.14, 0.07], [-0.07, -0.07], [-0.07, 0.0], [0.0, -0.14], [0.0, -0.07], [0.0, 0.0], [0.07, 0.0], [0.07, 0.07], [0.07, 0.14]]",1
"165","[[-0.21, -0.07], [-0.14, -0.14], [-0.14, -0.07], [-0.07, -0.07], [0.0, -0.14], [0.0, -0.07], [0.0, 0.0], [0.0, 0.07], [0.0, 0.14], [0.07, 0.14]]",1
"166","[[-0.14, -0.14], [-0.14, -0.07], [-0.07, -0.07], [0.0, -0.14], [0.0, -0.07], [0.0, 0.0], [0.0, 0.07], [0.0, 0.14], [0.0, 0.21], [0.07, 0.14]]",1
"167","[[-0.14, -0.14], [-0.14, -0.07], [-0.14, 0.0], [-0.14, 0.07], [-0.07, -0.07], [0.0, -0.14], [0.0, -0.07], [0.0, 0.0], [0.0, 0.07], [0.07, 0.07]]",1
"168","[[-0.14, -0.14], [-0.14, -0.07], [-0.14, 0.0], [-0.14, 0.07], [-0.07, -0.07], [0.0, -0.07], [0.0, 0.0], [0.0, 0.07], [0.07, -0.07], [0.07, 0.07]]",1
"169","[[-0.14, -0.14], [-0.14, -0.07], [-0.14, 0.0], [-0.07, -0.07], [0.0, -0.07], [0.0, 0.0], [0.0, 0.07], [0.07, -0.07], [0.07, 0.0], [0.07, 0.07]]",1
"170","[[-0.14, -0.14], [-0.14, -0.07], [-0.07, -0.07], [0.0, -0.07], [0.0, 0.0], [0.0, 0.07], [0.07, 0.0], [0.07, 0.07], [0.14, 0.07], [0.14, 0.14]]",1
"171","[[-0.14, -0.07], [-0.14, 0.0], [-0.07, -0.07], [0.0, -0.07], [0.0, 0.0], [0.0, 0.07], [0.07, 0.0], [0.07, 0.07], [0.14, 0.07], [0.14, 0.14]]",1
"172","[[-0.07, -0.14], [-0.07, -0.07], [0.0, -0.14], [0.0, -0.07], [0.0, 0.0], [0.0, 0.07], [0.07, -0.14], [0.07, 0.0], [0.07, 0.07], [0.07, 0.14]]",1
"173","[[0.0, -0.21], [0.0, -0.14], [0.0, -0.07], [0.0, 0.0], [0.0, 0.07], [0.0, 0.14], [0.0, 0.21], [0.07, -0.21], [0.07, -0.07], [0.07, 0.14]]",1
"174","[[-0.14, 0.07], [-0.07, -0.14], [-0.07, -0.07], [-0.07, 0.0], [-0.07, 0.07], [-0.07, 0.14], [-0.07, 0.21], [0.0, 0.0], [0.0, 0.21], [0.07, 0.0]]",1
"175","[[-0.21, -0.07], [-0.14, -0.07], [-0.07, -0.07], [0.0, -0.14], [0.0, -0.07], [0.0, 0.0], [0.0, 0.07], [0.07, -0.14], [0.14, -0.14], [0.21, -0.14]]",1
"176","[[-0.21, 0.07], [-0.14, 0.07], [-0.07, 0.07], [0.0, -0.07], [0.0, 0.0], [0.0, 0.07], [0.0, 0.14], [0.07, 0.0], [0.07, 0.07], [0.14, 0.0]]",1
"177","[[-0.21, 0.0], [-0.21, 0.07], [-0.14, 0.0], [-0.07, 0.0], [0.0, 0.0], [0.07, -0.07], [0.07, 0.0], [0.14, -0.07], [0.14, 0.0], [0.14, 0.07]]",1
"178","[[-0.21, -0.07], [-0.21, 0.0], [-0.14, 0.0], [-0.07, 0.0], [-0.07, 0.07], [0.0, 0.0], [0.0, 0.07], [0.0, 0.14], [0.07, 0.0], [0.14, 0.0]]",1
"179","[[-0.14, -0.07], [-0.07, -0.07], [-0.07, 0.0], [0.0, -0.07], [0.0, 0.0], [0.0, 0.07], [0.07, -0.07], [0.07, 0.0], [0.07, 0.07], [0.07, 0.14]]",6
"180","[[-0.14, 0.0], [-0.07, 0.0], [0.0, 0.0], [0.0, 0.07], [0.07, -0.07], [0.07, 0.0], [0.07, 0.07], [0.07, 0.14], [0.14, 0.07], [0.14, 0.14]]",1
"181","[[-0.14, -0.07], [-0.07, -0.07], [-0.07, 0.0], [0.0, -0.07], [0.0, 0.0], [0.0, 0.07], [0.07, 0.0], [0.07, 0.07], [0.07, 0.14], [0.14, 0.14]]",1
"182","[[-0.14, -0.14], [-0.14, -0.07], [-0.07, -0.07], [0.0, -0.14], [0.0, -0.07], [0.0, 0.0], [0.07, 0.0], [0.07, 0.07], [0.07, 0.14], [0.14, 0.07]]",1
"183","[[-0.14, -0.14], [-0.07, -0.14], [-0.07, -0.07], [-0.07, 0.0], [0.0, 0.0], [0.0, 0.07], [0.07, -0.07], [0.07, 0.0], [0.07, 0.07], [0.14, -0.07]]",1
"184","[[-0.14, 0.0], [-0.14, 0.07], [-0.07, 0.07], [0.0, -0.07], [0.0, 0.0], [0.0, 0.07], [0.0, 0.14], [0.07, 0.07], [0.07, 0.14], [0.14, 0.14]]",1
"185","[[-0.21, -0.07], [-0.21, 0.0], [-0.14, 0.0], [-0.07, 0.0], [0.0, -0.07], [0.0, 0.0], [0.07, 0.0], [0.07, 0.07], [0.14, 0.07], [0.14, 0.14]]",1
"186","[[-0.21, -0.07], [-0.21, 0.0], [-0.21, 0.07], [-0.21, 0.14], [-0.14, 0.0], [-0.07, 0.0], [0.0, 0.0], [0.07, 0.0], [0.07, 0.07], [0.14, 0.07]]",1
"187","[[-0.14, 0.0], [-0.14, 0.07], [-0.07, 0.07], [0.0, -0.14], [0.0, -0.07], [0.0, 0.0], [0.0, 0.07], [0.07, 0.07], [0.14, 0.07], [0.14, 0.14]]",2
"188","[[-0.07, -0.28], [-0.07, -0.21], [-0.07, -0.14], [-0.07, -0.07], [-0.07, 0.0], [-0.07, 0.07], [-0.07, 0.14], [-0.07, 0.21], [0.0, 0.0], [0.07, 0.0]]",2
"189","[[0.0, -0.28], [0.0, -0.21], [0.0, -0.14], [0.0, -0.07], [0.0, 0.0], [0.0, 0.07], [0.0, 0.14], [0.0, 0.21], [0.0, 0.28], [0.0, 0.35]]",13
"190","[[-0.07, -0.21], [-0.07, -0.14], [-0.07, -0.07], [-0.07, 0.0], [-0.07, 0.07], [-0.07, 0.14], [-0.07, 0.21], [0.0, -0.21], [0.0, 0.0], [0.0, 0.21]]",2
"191","[[-0.07, -0.14], [-0.07, -0.07], [-0.07, 0.0], [-0.07, 0.07], [-0.07, 0.14], [0.0, -0.07], [0.0, 0.0], [0.0, 0.07], [0.07, 0.0], [0.07, 0.07]]",1
"192","[[-0.14, -0.14], [-0.14, -0.07], [-0.14, 0.0], [-0.14, 0.07], [-0.07, -0.07], [-0.07, 0.0], [-0.07, 0.07], [0.0, 0.0], [0.0, 0.07], [0.07, 0.07]]",8
"193","[[-0.14, -0.07], [-0.07, -0.14], [-0.07, -0.07], [0.0, -0.07], [0.0, 0.0], [0.0, 0.07], [0.07, 0.0], [0.07, 0.07], [0.14, 0.07], [0.14, 0.14]]",1
"194","[[-0.21, 0.0], [-0.14, 0.0], [-0.07, 0.0], [0.0, -0.07], [0.0, 0.0], [0.0, 0.07], [0.0, 0.14], [0.07, 0.14], [0.14, 0.14], [0.21, 0.14]]",1
"195","[[-0.14, -0.07], [-0.14, 0.0], [-0.07, -0.07], [0.0, -0.07], [0.0, 0.0], [0.0, 0.07], [0.07, 0.07], [0.07, 0.14], [0.14, 0.07], [0.14, 0.14]]",1
"196","[[-0.14, -0.07], [-0.14, 0.0], [-0.07, -0.07], [0.0, -0.07], [0.0, 0.0], [0.0, 0.07], [0.07, 0.07], [0.14, -0.07], [0.14, 0.0], [0.14, 0.07]]",1
"197","[[-0.14, -0.07], [-0.07, -0.14], [-0.07, -0.07], [-0.07, 0.0], [0.0, 0.0], [0.0, 0.07], [0.07, -0.14], [0.07, -0.07], [0.07, 0.0], [0.14, -0.07]]",9
"198","[[-0.21, -0.07], [-0.14, -0.07], [-0.07, -0.07], [-0.07, 0.0], [0.0, 0.0], [0.0, 0.07], [0.07, -0.07], [0.07, 0.0], [0.14, -0.07], [0.21, -0.07]]",7
"199","[[-0.21, -0.07], [-0.14, -0.07], [-0.14, 0.0], [-0.07, -0.07], [-0.07, 0.0], [0.0, -0.07], [0.0, 0.0], [0.0, 0.07], [0.07, -0.07], [0.14, -0.07]]",1
"200","[[-0.14, -0.07], [-0.14, 0.0], [-0.14, 0.07], [-0.07, 0.07], [0.0, 0.0], [0.0, 0.07], [0.07, 0.0], [0.14, 0.0], [0.14, 0.07], [0.14, 0.14]]",1
"201","[[-0.14, 0.0], [-0.07, 0.0], [-0.07, 0.07], [0.0, -0.07], [0.0, 0.0], [0.0, 0.07], [0.07, 0.07], [0.14, 0.0], [0.14, 0.07], [0.21, 0.0]]",1
"202","[[-0.21, 0.0], [-0.21, 0.07], [-0.21, 0.14], [-0.14, 0.0], [-0.07, 0.0], [0.0, 0.0], [0.07, 0.0], [0.14, 0.0], [0.14, 0.07], [0.21, 0.07]]",1
"203","[[-0.07, 0.07], [0.0, -0.14], [0.0, -0.07], [0.0, 0.0], [0.0, 0.07], [0.07, 0.07], [0.14, 0.07], [0.21, 0.0], [0.21, 0.07], [0.21, 0.14]]",1
"204","[[-0.14, -0.14], [-0.14, -0.07], [-0.14, 0.0], [-0.07, -0.07], [-0.07, 0.0], [0.0, 0.0], [0.07, -0.07], [0.07, 0.0], [0.14, 0.0], [0.14, 0.07]]",1
"205","[[-0.07, -0.07], [-0.07, 0.0], [0.0, 0.0], [0.0, 0.07], [0.07, 0.07], [0.14, -0.21], [0.14, -0.14], [0.14, -0.07], [0.14, 0.0], [0.14, 0.07]]",1
"206","[[-0.21, 0.14], [-0.14, 0.07], [-0.14, 0.14], [-0.07, 0.14], [0.0, -0.14], [0.0, -0.07], [0.0, 0.0], [0.0, 0.07], [0.0, 0.14], [0.07, 0.14]]",1
"207","[[-0.07, 0.14], [0.0, 0.0], [0.0, 0.07], [0.0, 0.14], [0.07, 0.14], [0.14, -0.14], [0.14, -0.07], [0.14, 0.0], [0.14, 0.07], [0.14, 0.14]]",1
"208","[[-0.14, 0.0], [-0.14, 0.07], [-0.14, 0.14], [-0.07, 0.14], [0.0, -0.07], [0.0, 0.0], [0.0, 0.07], [0.0, 0.14], [0.07, 0.0], [0.07, 0.14]]",1
"209","[[-0.21, 0.0], [-0.14, -0.07], [-0.14, 0.0], [-0.14, 0.07], [-0.07, 0.07], [0.0, -0.07], [0.0, 0.0], [0.0, 0.07], [0.07, -0.07], [0.07, 0.0]]",1
"210","[[-0.21, 0.07], [-0.14, 0.0], [-0.14, 0.07], [-0.14, 0.14], [-0.07, 0.07], [0.0, -0.07], [0.0, 0.0], [0.0, 0.07], [0.07, -0.14], [0.07, -0.07]]",1
"211","[[-0.14, -0.07], [-0.14, 0.0], [-0.07, 0.0], [-0.07, 0.07], [0.0, -0.07], [0.0, 0.0], [0.07, 0.0], [0.14, -0.14], [0.14, -0.07], [0.14, 0.0]]",1
"212","[[-0.14, -0.07], [-0.14, 0.0], [-0.07, 0.0], [0.0, -0.07], [0.0, 0.0], [0.07, 0.0], [0.07, 0.07], [0.07, 0.14], [0.14, -0.07], [0.14, 0.0]]",1
"213","[[-0.14, 0.0], [-0.07, 0.0], [0.0, 0.0], [0.07, -0.14], [0.07, 0.0], [0.14, -0.14], [0.14, -0.07], [0.14, 0.0], [0.14, 0.07], [0.14, 0.14]]",1
"214","[[-0.14, -0.14], [-0.14, -0.07], [-0.14, 0.0], [-0.07, -0.14], [-0.07, 0.14], [0.0, -0.14], [0.0, -0.07], [0.0, 0.0], [0.0, 0.07], [0.0, 0.14]]",1
"215","[[-0.14, -0.14], [-0.14, -0.07], [-0.14, 0.0], [-0.14, 0.07], [-0.07, -0.14], [0.0, -0.14], [0.0, -0.07], [0.0, 0.0], [0.07, -0.14], [0.07, -0.07]]",1
"216","[[-0.14, 0.07], [-0.07, 0.0], [-0.07, 0.07], [-0.07, 0.14], [0.0, 0.0], [0.07, 0.0], [0.07, 0.07], [0.07, 0.14], [0.14, 0.0], [0.14, 0.07]]",1
"217","[[-0.07, -0.07], [-0.07, 0.0], [-0.07, 0.07], [-0.07, 0.14], [0.0, -0.07], [0.0, 0.0], [0.07, 0.0], [0.07, 0.07], [0.07, 0.14], [0.07, 0.21]]",1
"218","[[-0.21, -0.07], [-0.14, -0.14], [-0.14, -0.07], [-0.14, 0.0], [-0.07, -0.14], [0.0, -0.14], [0.0, -0.07], [0.0, 0.0], [0.0, 0.07], [0.07, 0.0]]",1
"219","[[-0.14, 0.07], [-0.07, 0.0], [-0.07, 0.07], [0.0, -0.07], [0.0, 0.0], [0.07, 0.0], [0.07, 0.07], [0.07, 0.14], [0.07, 0.21], [0.14, 0.14]]",1
"220","[[-0.07, 0.0], [-0.07, 0.07], [0.0, -0.21], [0.0, -0.14], [0.0, -0.07], [0.0, 0.0], [0.07, 0.0], [0.07, 0.07], [0.07, 0.14], [0.07, 0.21]]",1
"221","[[-0.14, 0.0], [-0.07, 0.0], [-0.07, 0.07], [0.0, -0.14], [0.0, -0.07], [0.0, 0.0], [0.07, 0.0], [0.07, 0.07], [0.07, 0.14], [0.14, 0.0]]",1
"222","[[-0.28, -0.14], [-0.21, -0.14], [-0.14, -0.14], [-0.07, -0.14], [0.0, -0.14], [0.0, -0.07], [0.0, 0.0], [0.0, 0.07], [0.0, 0.14], [0.0, 0.21]]",2
"223","[[-0.21, -0.21], [-0.14, -0.21], [-0.07, -0.21], [0.0, -0.21], [0.0, -0.14], [0.0, -0.07], [0.0, 0.0], [0.0, 0.07], [0.0, 0.14], [0.0, 0.21]]",6
"224","[[-0.14, -0.14], [-0.07, -0.21], [-0.07, -0.14], [-0.07, -0.07], [-0.07, 0.0], [-0.07, 0.07], [-0.07, 0.14], [0.0, 0.0], [0.0, 0.14], [0.07, 0.14]]",1
"225","[[-0.07, -0.21], [-0.07, -0.14], [-0.07, -0.07], [-0.07, 0.0], [-0.07, 0.07], [-0.07, 0.14], [0.0, 0.0], [0.0, 0.14], [0.07, 0.14], [0.14, 0.14]]",2
"226","[[-0.14, -0.14], [-0.14, -0.07], [-0.07, -0.07], [-0.07, 0.07], [0.0, -0.07], [0.0, 0.0], [0.0, 0.07], [0.0, 0.14], [0.07, 0.14], [0.14, 0.14]]",1
"227","[[-0.21, -0.14], [-0.21, -0.07], [-0.14, -0.14], [-0.07, -0.14], [0.0, -0.14], [0.0, -0.07], [0.0, 0.0], [0.0, 0.07], [0.07, 0.07], [0.07, 0.14]]",1
"228","[[-0.21, -0.14], [-0.21, -0.07], [-0.14, -0.07], [-0.07, -0.07], [0.0, -0.07], [0.0, 0.0], [0.0, 0.07], [0.0, 0.14], [0.0, 0.21], [0.07, 0.0]]",1
"229","[[-0.07, -0.07], [-0.07, 0.0], [-0.07, 0.07], [-0.07, 0.14], [-0.07, 0.21], [0.0, -0.07], [0.0, 0.0], [0.07, -0.07], [0.14, -0.07], [0.14, 0.0]]",1
"230","[[-0.07, -0.14], [-0.07, -0.07], [-0.07, 0.0], [-0.07, 0.07], [-0.07, 0.14], [0.0, -0.07], [0.0, 0.0], [0.07, -0.14], [0.07, -0.07], [0.14, -0.07]]",1
"231","[[-0.14, 0.14], [-0.07, -0.14], [-0.07, -0.07], [-0.07, 0.0], [-0.07, 0.07], [-0.07, 0.14], [0.0, 0.0], [0.0, 0.07], [0.07, -0.07], [0.07, 0.0]]",1
"232","[[-0.14, -0.21], [-0.14, -0.14], [-0.14, -0.07], [-0.14, 0.0], [-0.14, 0.07], [-0.07, 0.0], [-0.07, 0.07], [0.0, 0.0], [0.07, 0.0], [0.14, 0.0]]",1
"233","[[-0.14, -0.21], [-0.14, -0.14], [-0.14, -0.07], [-0.14, 0.0], [-0.14, 0.07], [-0.07, -0.07], [-0.07, 0.0], [0.0, 0.0], [0.07, 0.0], [0.14, 0.0]]",1
"234","[[-0.14, -0.14], [-0.14, -0.07], [-0.14, 0.0], [-0.14, 0.07], [-0.07, 0.0], [-0.07, 0.07], [0.0, 0.0], [0.0, 0.07], [0.07, 0.07], [0.14, 0.07]]",2
"235","[[-0.14, -0.14], [-0.07, -0.14], [-0.07, -0.07], [-0.07, 0.0], [-0.07, 0.07], [0.0, -0.07], [0.0, 0.0], [0.07, -0.07], [0.07, 0.0], [0.14, -0.07]]",1
"236","[[-0.07, -0.07], [-0.07, 0.0], [-0.07, 0.07], [-0.07, 0.14], [0.0, 0.0], [0.0, 0.14], [0.07, -0.07], [0.07, 0.0], [0.07, 0.07], [0.07, 0.14]]",30
"237","[[-0.14, -0.07], [-0.14, 0.0], [-0.14, 0.07], [-0.14, 0.14], [-0.07, -0.07], [-0.07, 0.14], [0.0, -0.07], [0.0, 0.0], [0.0, 0.14], [0.07, -0.07]]",1
"238","[[-0.14, -0.07], [-0.14, 0.0], [-0.14, 0.07], [-0.14, 0.14], [-0.07, -0.07], [-0.07, 0.14], [0.0, -0.07], [0.0, 0.0], [0.07, -0.07], [0.14, -0.07]]",1
"239","[[-0.14, -0.07], [-0.14, 0.0], [-0.14, 0.07], [-0.14, 0.14], [-0.14, 0.21], [-0.07, -0.07], [-0.07, 0.0], [0.0, -0.07], [0.0, 0.0], [0.07, -0.07]]",2
"240","[[-0.21, -0.07], [-0.21, 0.0], [-0.21, 0.07], [-0.14, -0.07], [-0.14, 0.0], [-0.14, 0.07], [-0.07, -0.07], [0.0, -0.07], [0.0, 0.0], [0.07, -0.07]]",1
"241","[[-0.14, -0.07], [-0.14, 0.0], [-0.07, -0.07], [0.0, -0.07], [0.0, 0.0], [0.07, -0.07], [0.14, -0.07], [0.14, 0.0], [0.14, 0.07], [0.14, 0.14]]",1
"242","[[0.0, -0.21], [0.0, -0.14], [0.0, -0.07], [0.0, 0.0], [0.0, 0.07], [0.0, 0.14], [0.07, -0.21], [0.07, -0.14], [0.14, -0.14], [0.14, -0.07]]",1
"243","[[-0.07, -0.14], [-0.07, 0.07], [0.0, -0.14], [0.0, -0.07], [0.0, 0.0], [0.0, 0.07], [0.0, 0.14], [0.07, -0.21], [0.07, -0.14], [0.07, -0.07]]",1
"244","[[-0.07, 0.07], [0.0, -0.07], [0.0, 0.0], [0.0, 0.07], [0.0, 0.14], [0.0, 0.21], [0.07, -0.21], [0.07, -0.14], [0.07, -0.07], [0.07, 0.0]]",1
"245","[[0.0, -0.14], [0.0, -0.07], [0.0, 0.0], [0.0, 0.07], [0.0, 0.14], [0.07, -0.14], [0.07, -0.07], [0.07, 0.14], [0.14, -0.14], [0.14, -0.07]]",1
"246","[[0.0, -0.14], [0.0, -0.07], [0.0, 0.0], [0.0, 0.07], [0.0, 0.14], [0.07, -0.14], [0.07, -0.07], [0.14, -0.14], [0.14, -0.07], [0.14, 0.0]]",1
"247","[[-0.07, -0.07], [0.0, -0.14], [0.0, -0.07], [0.0, 0.0], [0.0, 0.07], [0.07, -0.14], [0.07, -0.07], [0.14, -0.14], [0.14, -0.07], [0.14, 0.0]]",1
"248","[[-0.07, 0.07], [-0.07, 0.14], [0.0, -0.07], [0.0, 0.0], [0.0, 0.07], [0.0, 0.14], [0.07, -0.07], [0.07, 0.0], [0.07, 0.07], [0.14, 0.07]]",1
"249","[[-0.07, 0.0], [-0.07, 0.07], [0.0, -0.21], [0.0, -0.14], [0.0, -0.07], [0.0, 0.0], [0.0, 0.07], [0.0, 0.14], [0.07, 0.0], [0.07, 0.07]]",5
"250","[[-0.07, 0.0], [-0.07, 0.07], [-0.07, 0.14], [0.0, -0.14], [0.0, -0.07], [0.0, 0.0], [0.0, 0.07], [0.0, 0.14], [0.07, 0.07], [0.07, 0.14]]",1
